ad_id,ad_name,adset_name,adset_id,campaign_id,campaign_name,objective,marketing_objective,ad_account,post_id,message,permalink_url,link,type
6072863455727,Dark_Carousel_Reactivations Core,FB [Mobile & Desktop (Newsfeed)]_CRM Upload_Existing_iOS_Reactivations_Live at risk,6072863438927,6072863434527,22Jun17-30Jun17_DR_UK_DR-Summer-DR_39_Auct_OPT-Conversions_CG-Orders_BTL-Always-On-DR-Activity-Existing_Reactivations-Fixed,CONVERSIONS,,1148017655209606,,,,,
6072863451927,Dark_Carousel_Acquisition Summer,FB [Mobile & Desktop (Newsfeed)]_Lookalike (CRM)_Non-customers_All_Users who made 1st and 2nd orders from the same restaurant,6072863442927,6072863434127,22Jun17-30Jun17_DR_UK_DR-Summer-DR_39_Auct_OPT-Conversions_CG-Orders_BTL-Always-On-DR-Activity-Existing_Acquisition-Fixed,CONVERSIONS,,1148017655209606,,,,,
23842631050670745,DARK_Video Ad_WhatWouldYouSayToFood_5,FB [Mobile & Desktop (Newsfeed)]_Lookalike (Pixel)_Non-customers_All_LAL App Customers,23842631051290745,23842631050390745,21Jun17-25Jun17_Brand_UK_Food Fest Hype Video_40_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Acquisition,POST_ENGAGEMENT,,1411952492149453,,,,,
23842628735320745,Boosted_Food-Fest-Intro,FB [Mobile & Desktop (Newsfeed)]_CRM Upload_Existing_All_Live at risk,23842628735110745,23842628735100745,13Jun17-17Jun17_Brand_UK_Food-Fest-Desert-Island_40_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Reactivations,POST_ENGAGEMENT,,1411952492149453,,,,,
23842628806720745,BOOSTED_GIF_,FB [Mobile & Desktop (Newsfeed)]_Partner Category_Non-customers_All_Heavy TV Viewers,23842628733590745,23842628732840745,13Jun17-17Jun17_Brand_UK_Food-Fest-Desert-Island_40_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Acquisition,POST_ENGAGEMENT,,1411952492149453,,,,,
23842626938590745,DARK_Video Ad_WhatWouldYouSayToFood_4,FB [Mobile & Desktop (Newsfeed)]_Partner Category_Non-customers_All_Heavy TV Viewers,23842626918370745,23842626917850745,08Jun17-18Jun17_Brand_UK_WhatWouldYouSayToFood_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Acquisition,POST_ENGAGEMENT,,1411952492149453,,,,,
23842626941160745,DARK_Video Ad_WhatWouldYouSayToFood_3,FB [Mobile & Desktop (Newsfeed)]_Lookalike (Pixel)_Non-customers_All_LAL C1 Customers,23842626918350745,23842626917850745,08Jun17-18Jun17_Brand_UK_WhatWouldYouSayToFood_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Acquisition,POST_ENGAGEMENT,,1411952492149453,,,,,
23842626932170745,DARK_Video Ad_WhatWouldYouSayToFood_3,FB [Mobile & Desktop (Newsfeed)]_CRM Upload_Existing_All_Dormant,23842626918590745,23842626918010745,08Jun17-18Jun17_Brand_UK_WhatWouldYouSayToFood_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Reactivations,POST_ENGAGEMENT,,1411952492149453,,,,,
6070090053127,DARK_Video Link Post_KFC 3,"FB [Mobile & Desktop (Newsfeed), FAN]_Location_All_Delivery Postcodes",6070088329327,6070088328927,04May17-30Jun17_DR_UK_KFC_29_Auct_OPT-Conversions_CG-Orders_BTL-Chains-KFC_Native,CONVERSIONS,,1148017655209606,,,,,
6072863445127,Dark_Carousel_Activation (2 Order) Summer,FB [Mobile & Desktop (Newsfeed)]_CRM Upload_Existing_All_Customer Activations_2nd to 3rd order standard,6072863436927,6072863434327,22Jun17-30Jun17_DR_UK_DR-Summer-DR_39_Auct_OPT-Conversions_CG-Orders_BTL-Always-On-DR-Activity-Existing_Customer-Activations-Fixed,CONVERSIONS,,1148017655209606,,,,,
23842626941620745,DARK_Video Ad_WhatWouldYouSayToFood_2,FB [Mobile & Desktop (Newsfeed)]_Interests / Behaviours_Non-customers_All_X Factor Interests,23842626918330745,23842626917850745,08Jun17-18Jun17_Brand_UK_WhatWouldYouSayToFood_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Acquisition,POST_ENGAGEMENT,,1411952492149453,,,,,
23842626938560745,DARK_Video Ad_WhatWouldYouSayToFood_5,FB [Mobile & Desktop (Newsfeed)]_Partner Category_Non-customers_All_Heavy TV Viewers,23842626918370745,23842626917850745,08Jun17-18Jun17_Brand_UK_WhatWouldYouSayToFood_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Acquisition,POST_ENGAGEMENT,,1411952492149453,,,,,
23842626937020745,DARK_Video Ad_WhatWouldYouSayToFood_5,FB [Mobile & Desktop (Newsfeed)]_Pixel_Non-customers_All_Website Retargeting,23842626918390745,23842626917850745,08Jun17-18Jun17_Brand_UK_WhatWouldYouSayToFood_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Acquisition,POST_ENGAGEMENT,,1411952492149453,,,,,
23842626940800745,DARK_Video Ad_WhatWouldYouSayToFood_2,FB [Mobile & Desktop (Newsfeed)]_Interests / Behaviours_Non-customer_All_Takeaway Interests,23842626918360745,23842626917850745,08Jun17-18Jun17_Brand_UK_WhatWouldYouSayToFood_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Acquisition,POST_ENGAGEMENT,,1411952492149453,,,,,
23842626966490745,DARK_Video Ad_WhatWouldYouSayToFood_6,FB [Mobile & Desktop (Newsfeed)]_CRM Upload_Existing_All_Dormant,23842626918590745,23842626918010745,08Jun17-18Jun17_Brand_UK_WhatWouldYouSayToFood_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Reactivations,POST_ENGAGEMENT,,1411952492149453,,,,,
23842574647500248,DARK_Image App Install Ad_App Install Generic 3,FB [Mobile & Desktop (Newsfeed)]_Interests / Behaviours_Non-customers_Android_Singles,23842574644320248,23842574643920248,08May17-30Jun17_Brand_UK_App-Installs_31_Auct_OPT-App-Installs_CG-App-Installs_BTL-App-Installs_Smartly_Android,MOBILE_APP_INSTALLS,,1279122602099110,,,,,
23842574645830248,DARK_Image App Install Ad_App Install Generic 1,FB [Mobile & Desktop (Newsfeed)]_Lookalike (CRM)_Non-customers_Android_Recently Installed,23842574644510248,23842574643920248,08May17-30Jun17_Brand_UK_App-Installs_31_Auct_OPT-App-Installs_CG-App-Installs_BTL-App-Installs_Smartly_Android,MOBILE_APP_INSTALLS,,1279122602099110,,,,,
23842631051420745,DARK_Video Ad_WhatWouldYouSayToFood_5,FB [Mobile & Desktop (Newsfeed)]_CRM Upload_Existing_All_Customer Activation,23842631050370745,23842631050430745,21Jun17-25Jun17_Brand_UK_Food Fest Hype Video_40_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Customer Activation,POST_ENGAGEMENT,,1411952492149453,,,,,
6072863449727,Dark_Carousel_Acquisition Summer,FB [Mobile & Desktop (Newsfeed)]_Lookalike (CRM)_Non-customers_All_Medium frequency customers (users who have placed 3-8 orders in last 90 days),6072863440927,6072863434127,22Jun17-30Jun17_DR_UK_DR-Summer-DR_39_Auct_OPT-Conversions_CG-Orders_BTL-Always-On-DR-Activity-Existing_Acquisition-Fixed,CONVERSIONS,,1148017655209606,,,,,
23842626941180745,DARK_Video Ad_WhatWouldYouSayToFood_1,FB [Mobile & Desktop (Newsfeed)]_Lookalike (Pixel)_Non-customers_All_LAL C1 Customers,23842626918350745,23842626917850745,08Jun17-18Jun17_Brand_UK_WhatWouldYouSayToFood_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Acquisition,POST_ENGAGEMENT,,1411952492149453,,,,,
23842631050440745,DARK_Video Ad_WhatWouldYouSayToFood_5,FB [Mobile & Desktop (Newsfeed)]_CRM Upload_Existing_All_Placed 2 orders in the last 3 months and 3+ orders in lifetime,23842631050550745,23842631050480745,21Jun17-25Jun17_Brand_UK_Food Fest Hype Video_40_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Dinner Occasions,POST_ENGAGEMENT,,1411952492149453,,,,,
23842630416330745,Boosted_ChatBot_2,FB [Mobile & Desktop (Newsfeed)]_CRM Upload_Existing_All,23842630416430745,23842630416340745,19Jun17-23Jun17_DR_UK_Chatbot_18_Auct_OPT-Link-Clicks_CG-Orders_BTL-Chatbot_Native_Customer Activation,LINK_CLICKS,,1411952492149453,,,,,
23842628807130745,BOOSTED_GIF_,FB [Mobile & Desktop (Newsfeed)]_Non-customers_All_Competitor Interests,23842628733540745,23842628732840745,13Jun17-17Jun17_Brand_UK_Food-Fest-Desert-Island_40_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Acquisition,POST_ENGAGEMENT,,1411952492149453,,,,,
23842626941360745,DARK_Video Ad_WhatWouldYouSayToFood_4,FB [Mobile & Desktop (Newsfeed)]_Lookalike (Pixel)_Non-customers_All_LAL App and Web Customers,23842626918340745,23842626917850745,08Jun17-18Jun17_Brand_UK_WhatWouldYouSayToFood_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Acquisition,POST_ENGAGEMENT,,1411952492149453,,,,,
23842626943050745,DARK_Video Ad_WhatWouldYouSayToFood_3,FB [Mobile & Desktop (Newsfeed)]_CRM Upload_Existing_All_App Installed (No Purchase),23842626918300745,23842626917850745,08Jun17-18Jun17_Brand_UK_WhatWouldYouSayToFood_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Acquisition,POST_ENGAGEMENT,,1411952492149453,,,,,
23842574645820248,DARK_Image App Install Ad_App Install Generic 2,FB [Mobile & Desktop (Newsfeed)]_Lookalike (CRM)_Non-customers_Android_Recently Installed,23842574644510248,23842574643920248,08May17-30Jun17_Brand_UK_App-Installs_31_Auct_OPT-App-Installs_CG-App-Installs_BTL-App-Installs_Smartly_Android,MOBILE_APP_INSTALLS,,1279122602099110,,,,,
23842626941870745,DARK_Video Ad_WhatWouldYouSayToFood_2,FB [Mobile & Desktop (Newsfeed)]_Non-customers_All_Competitor Interests,23842626918320745,23842626917850745,08Jun17-18Jun17_Brand_UK_WhatWouldYouSayToFood_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Acquisition,POST_ENGAGEMENT,,1411952492149453,,,,,
23842626937040745,DARK_Video Ad_WhatWouldYouSayToFood_3,FB [Mobile & Desktop (Newsfeed)]_Pixel_Non-customers_All_Website Retargeting,23842626918390745,23842626917850745,08Jun17-18Jun17_Brand_UK_WhatWouldYouSayToFood_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Acquisition,POST_ENGAGEMENT,,1411952492149453,,,,,
23842626967210745,DARK_Video Ad_WhatWouldYouSayToFood_6,FB [Mobile & Desktop (Newsfeed)]_Interests / Behaviours_Non-customers_All_X Factor Interests,23842626918330745,23842626917850745,08Jun17-18Jun17_Brand_UK_WhatWouldYouSayToFood_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Acquisition,POST_ENGAGEMENT,,1411952492149453,,,,,
23842626937030745,DARK_Video Ad_WhatWouldYouSayToFood_2,FB [Mobile & Desktop (Newsfeed)]_Pixel_Non-customers_All_Website Retargeting,23842626918390745,23842626917850745,08Jun17-18Jun17_Brand_UK_WhatWouldYouSayToFood_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Acquisition,POST_ENGAGEMENT,,1411952492149453,,,,,
23842626967570745,DARK_Video Ad_WhatWouldYouSayToFood_6,FB [Mobile & Desktop (Newsfeed)]_CRM Upload_Existing_All_App Installed (No Purchase),23842626918300745,23842626917850745,08Jun17-18Jun17_Brand_UK_WhatWouldYouSayToFood_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Acquisition,POST_ENGAGEMENT,,1411952492149453,,,,,
23842574647690248,DARK_Image App Install Ad_App Install Generic 3,FB [Mobile & Desktop (Newsfeed)]_Interests / Behaviours_Non-customers_Android_Convenience App Interests,23842574644280248,23842574643920248,08May17-30Jun17_Brand_UK_App-Installs_31_Auct_OPT-App-Installs_CG-App-Installs_BTL-App-Installs_Smartly_Android,MOBILE_APP_INSTALLS,,1279122602099110,,,,,
23842631050640745,DARK_Video Ad_WhatWouldYouSayToFood_2,FB [Mobile & Desktop (Newsfeed)]_CRM Upload_Existing_All_App Installed (No Purchase),23842631051250745,23842631050390745,21Jun17-25Jun17_Brand_UK_Food Fest Hype Video_40_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Acquisition,POST_ENGAGEMENT,,1411952492149453,,,,,
6073122754727,DARK_Video Link Post_KFC 3,"FB [Mobile & Desktop (Newsfeed), FAN]_Location_Mitcham_Delivery Postcodes",6073122754927,6070088328927,04May17-30Jun17_DR_UK_KFC_29_Auct_OPT-Conversions_CG-Orders_BTL-Chains-KFC_Native,CONVERSIONS,,1148017655209606,,,,,
6072876143727,DARK_Offer Ad_Promo_Curry No Overlay,FB [Mobile & Desktop (Newsfeed)]_CRM Upload_Existing_Critical,6072874426527,6072874426327,23Jun17-30Jun17_DR_UK_PromoCodes_42_Auct_OPT-Conversions_CG-Orders_BTL-Offer-Ads_Customer-Activation,CONVERSIONS,,1148017655209606,,,,,
23842626935600745,DARK_Video Ad_WhatWouldYouSayToFood_5,FB [Mobile & Desktop (Newsfeed)]_Retargeting (Engagement)_Non-customers_All_Engagement Retargeting,23842626918400745,23842626917850745,08Jun17-18Jun17_Brand_UK_WhatWouldYouSayToFood_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Acquisition,POST_ENGAGEMENT,,1411952492149453,,,,,
6072422920327,DARK_Image Link Post_Milltimber_Indian,FB [Mobile & Desktop (Newsfeed)]_CRM Upload_Acquisition_All_Milltimber,6072422810327,6072422648927,15Jun17-30Jun17_DR_UK_New-Restaurants-Nationwide-Acquisition_00_Auct_OPT-Link-Clicks_CG-Orders_BTL-Order-Growth_Smartly,CONVERSIONS,,1148017655209606,,,,,
23842626967160745,DARK_Video Ad_WhatWouldYouSayToFood_6,FB [Mobile & Desktop (Newsfeed)]_Lookalike (Pixel)_Non-customers_All_LAL C1 Customers,23842626918350745,23842626917850745,08Jun17-18Jun17_Brand_UK_WhatWouldYouSayToFood_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Acquisition,POST_ENGAGEMENT,,1411952492149453,,,,,
23842626940780745,DARK_Video Ad_WhatWouldYouSayToFood_5,FB [Mobile & Desktop (Newsfeed)]_Interests / Behaviours_Non-customer_All_Takeaway Interests,23842626918360745,23842626917850745,08Jun17-18Jun17_Brand_UK_WhatWouldYouSayToFood_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Acquisition,POST_ENGAGEMENT,,1411952492149453,,,,,
23842626932180745,DARK_Video Ad_WhatWouldYouSayToFood_2,FB [Mobile & Desktop (Newsfeed)]_CRM Upload_Existing_All_Dormant,23842626918590745,23842626918010745,08Jun17-18Jun17_Brand_UK_WhatWouldYouSayToFood_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Reactivations,POST_ENGAGEMENT,,1411952492149453,,,,,
23842626930570745,DARK_Video Ad_WhatWouldYouSayToFood_5,FB [Mobile & Desktop (Newsfeed)]_CRM Upload_Existing_All_Placed 2 orders in the last 3 months and 3+ orders in lifetime,23842626918720745,23842626917810745,08Jun17-18Jun17_Brand_UK_WhatWouldYouSayToFood_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Dinner Occasions,POST_ENGAGEMENT,,1411952492149453,,,,,
23842621708300745,DARK_Video Link Post_Non-Customer 30sec edit 3,FB [Mobile & Desktop (Newsfeed)]_Interests / Behaviours_Non-customers_All_X Factor Interests,23842621708290745,23842621707750745,19May17-11Jun17_Brand_UK_TVC-Audience-Approach_25_Auct_OPT-Awareness_CG-Awareness_BTL-TVC_Native_IG,BRAND_AWARENESS,,1411952492149453,,,,,
23842623533100745,DARK_Video Link Post_Lapsed 30sec edit 1,FB [Mobile & Desktop (Newsfeed)]_CRM Upload_Existing_All_Reactivations,23842621708360745,23842621707750745,19May17-11Jun17_Brand_UK_TVC-Audience-Approach_25_Auct_OPT-Awareness_CG-Awareness_BTL-TVC_Native_IG,BRAND_AWARENESS,,1411952492149453,,,,,
23842621707880745,DARK_Video Link Post_Non-Customer 30sec edit 2,FB [Mobile & Desktop (Newsfeed)]_Interests / Behaviours_Non-customers_All_Takeaway Interests,23842621708150745,23842621707670745,19May17-11Jun17_Brand_UK_TVC-Audience-Approach_25_Auct_OPT-Awareness_CG-Awareness_BTL-TVC_Native_FB,BRAND_AWARENESS,,1411952492149453,,,,,
23842621708230745,DARK_Video Link Post_Hiker TVC,FB [Mobile & Desktop (Newsfeed)]_CRM Upload_Existing_All_Reactivations,23842621708360745,23842621707750745,19May17-11Jun17_Brand_UK_TVC-Audience-Approach_25_Auct_OPT-Awareness_CG-Awareness_BTL-TVC_Native_IG,BRAND_AWARENESS,,1411952492149453,,,,,
23842623519370745,DARK_Video Link Post_Swimmer TVC 2,FB [Mobile & Desktop (Newsfeed)]_Interests / Behaviours_Non-customers_All_App Installed No Order,23842621707680745,23842621707750745,19May17-11Jun17_Brand_UK_TVC-Audience-Approach_25_Auct_OPT-Awareness_CG-Awareness_BTL-TVC_Native_IG,BRAND_AWARENESS,,1411952492149453,,,,,
23842623514950745,DARK_Video Link Post_Hiker TVC,FB [Mobile & Desktop (Newsfeed)]_CRM Upload_Existing_All_Reactivations,23842621707990745,23842621707670745,19May17-11Jun17_Brand_UK_TVC-Audience-Approach_25_Auct_OPT-Awareness_CG-Awareness_BTL-TVC_Native_FB,BRAND_AWARENESS,,1411952492149453,,,,,
23842623509500745,DARK_Video Link Post_Swimmer TVC,FB [Mobile & Desktop (Newsfeed)]_Interests / Behaviours_Non-customers_All_Saturday Night TV Interests,23842621707940745,23842621707670745,19May17-11Jun17_Brand_UK_TVC-Audience-Approach_25_Auct_OPT-Awareness_CG-Awareness_BTL-TVC_Native_FB,BRAND_AWARENESS,,1411952492149453,,,,,
23842623187690745,DARK_Video Ad_Intimate Videos_Hands Intimate (F&C),FB [Mobile & Desktop (Newsfeed)]_Interests / Behaviours_Non-customers_All_X Factor Interests,23842623187680745,23842623153870745,24May17-07Jun17_Brand_UK_Intimate-Videos-Audience-Approach_30_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Acquisition,POST_ENGAGEMENT,,1411952492149453,,,,,
23842623191980745,DARK_Video Ad_Intimate Videos_Intimate Pizza Video 1,FB [Mobile & Desktop (Newsfeed)]_Interests / Behaviours_Non-customers_All_Saturday Night TV Interests,23842623191960745,23842623153870745,24May17-07Jun17_Brand_UK_Intimate-Videos-Audience-Approach_30_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Acquisition,POST_ENGAGEMENT,,1411952492149453,,,,,
23842623229050745,DARK_Video Ad_Intimate Videos_Hands Intimate (F&C),FB [Mobile & Desktop (Newsfeed)]_Interests / Behaviours_Non-customer_All_Takeaway Interests,23842623229010745,23842623153870745,24May17-07Jun17_Brand_UK_Intimate-Videos-Audience-Approach_30_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Acquisition,POST_ENGAGEMENT,,1411952492149453,,,,,
6070947030327,Non-Customer 2,FB [Mobile & Desktop (Newsfeed)]_Interests / Behaviours_Non-customers_All_Fast Food Interests,6070946984727,6070946983527,19May17-30Jun17_DR_UK_DR-Activity-Audience-Approach_39_Auct_OPT-Conversions_CG-Orders_BTL-Always-On-DR-Activity-Acquisition_Smartly_Acquisition_Web,CONVERSIONS,,1148017655209606,,,,,
6070947050727,Non-Customer 2,FB [Mobile & Desktop (Newsfeed)]_Lookalike (CRM)_Non-customers_All_Engagement Retargeting,6070946997927,6070946983527,19May17-30Jun17_DR_UK_DR-Activity-Audience-Approach_39_Auct_OPT-Conversions_CG-Orders_BTL-Always-On-DR-Activity-Acquisition_Smartly_Acquisition_Web,CONVERSIONS,,1148017655209606,,,,,
23842626965720745,DARK_Video Ad_WhatWouldYouSayToFood_6,FB [Mobile & Desktop (Newsfeed)]_CRM Upload_Existing_All_Placed 1 order in the last 3 months and 3-5 orders in lifetime,23842626918710745,23842626917810745,08Jun17-18Jun17_Brand_UK_WhatWouldYouSayToFood_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Dinner Occasions,POST_ENGAGEMENT,,1411952492149453,,,,,
6070946945727,Hands DR 1 (Mob),FB [Mobile & Desktop (Newsfeed)]_CRM Upload_Existing_iOS_Dinner Occasions_Placed 2 orders in the last 3 months and 3+ orders in lifetime,6070946926127,6070946924727,19May17-30Jun17_DR_UK_DR-Activity-Audience-Approach_39_Auct_OPT-Conversions_CG-Orders_BTL-Always-On-DR-Activity-Existing_Smartly_Dinner-Occasions_iOS,MOBILE_APP_ENGAGEMENT,,1148017655209606,,,,,
23842626966470745,DARK_Video Ad_WhatWouldYouSayToFood_6,FB [Mobile & Desktop (Newsfeed)]_CRM Upload_Existing_All_Live at risk,23842626918600745,23842626918010745,08Jun17-18Jun17_Brand_UK_WhatWouldYouSayToFood_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Reactivations,POST_ENGAGEMENT,,1411952492149453,,,,,
23842626929540745,DARK_Video Ad_WhatWouldYouSayToFood_5,FB [Mobile & Desktop (Newsfeed)]_CRM Upload_Existing_All_Live at risk,23842626918600745,23842626918010745,08Jun17-18Jun17_Brand_UK_WhatWouldYouSayToFood_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Reactivations,POST_ENGAGEMENT,,1411952492149453,,,,,
23842626965700745,DARK_Video Ad_WhatWouldYouSayToFood_6,FB [Mobile & Desktop (Newsfeed)]_CRM Upload_Existing_All_Placed 2 orders in the last 3 months and 3+ orders in lifetime,23842626918720745,23842626917810745,08Jun17-18Jun17_Brand_UK_WhatWouldYouSayToFood_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Dinner Occasions,POST_ENGAGEMENT,,1411952492149453,,,,,
23842626938930745,DARK_Video Ad_WhatWouldYouSayToFood_5,FB [Mobile & Desktop (Newsfeed)]_Non-customers_All_Competitor Interests,23842626918320745,23842626917850745,08Jun17-18Jun17_Brand_UK_WhatWouldYouSayToFood_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Acquisition,POST_ENGAGEMENT,,1411952492149453,,,,,
23842624712890745,DARK_Video Link Post_prizes do the talking,FB [Mobile & Desktop (Newsfeed)]_Interests / Behaviours_Non-customers_All_Competitor Interests,23842624712840745,23842624712690745,30May17-09Jun17_Brand_UK_May-Madness-Coke-Promotion_38_Auct_OPT-Link-Clicks_CG-Traffic_BTL-Always-On-Cultural-Moments_Native,LINK_CLICKS,,1411952492149453,,,,,
23842621708060745,DARK_Video Link Post_Non-Customer 30sec edit 3,FB [Mobile & Desktop (Newsfeed)]_Interests / Behaviours_Non-customers_All_Lookalikes,23842621708340745,23842621707750745,19May17-11Jun17_Brand_UK_TVC-Audience-Approach_25_Auct_OPT-Awareness_CG-Awareness_BTL-TVC_Native_IG,BRAND_AWARENESS,,1411952492149453,,,,,
23842621707840745,DARK_Video Link Post_Non-Customer 30sec edit 1,FB [Mobile & Desktop (Newsfeed)]_Interests / Behaviours_Non-customers_All_X Factor Interests,23842621708040745,23842621707670745,19May17-11Jun17_Brand_UK_TVC-Audience-Approach_25_Auct_OPT-Awareness_CG-Awareness_BTL-TVC_Native_FB,BRAND_AWARENESS,,1411952492149453,,,,,
23842623519390745,DARK_Video Link Post_Hiker TVC,FB [Mobile & Desktop (Newsfeed)]_Interests / Behaviours_Non-customers_All_Saturday Night TV Interests,23842621708370745,23842621707750745,19May17-11Jun17_Brand_UK_TVC-Audience-Approach_25_Auct_OPT-Awareness_CG-Awareness_BTL-TVC_Native_IG,BRAND_AWARENESS,,1411952492149453,,,,,
23842623519360745,DARK_Video Link Post_Swimmer TVC 2,FB [Mobile & Desktop (Newsfeed)]_Interests / Behaviours_Non-customers_All_Lookalikes,23842621708340745,23842621707750745,19May17-11Jun17_Brand_UK_TVC-Audience-Approach_25_Auct_OPT-Awareness_CG-Awareness_BTL-TVC_Native_IG,BRAND_AWARENESS,,1411952492149453,,,,,
23842623514960745,DARK_Video Link Post_Swimmer TVC,FB [Mobile & Desktop (Newsfeed)]_CRM Upload_Existing_All_Reactivations,23842621707990745,23842621707670745,19May17-11Jun17_Brand_UK_TVC-Audience-Approach_25_Auct_OPT-Awareness_CG-Awareness_BTL-TVC_Native_FB,BRAND_AWARENESS,,1411952492149453,,,,,
23842623509470745,DARK_Video Link Post_Hiker TVC,FB [Mobile & Desktop (Newsfeed)]_Interests / Behaviours_Non-customers_All_App Installed No Order,23842621708080745,23842621707670745,19May17-11Jun17_Brand_UK_TVC-Audience-Approach_25_Auct_OPT-Awareness_CG-Awareness_BTL-TVC_Native_FB,BRAND_AWARENESS,,1411952492149453,,,,,
23842623509400745,DARK_Video Link Post_Swimmer TVC,FB [Mobile & Desktop (Newsfeed)]_Interests / Behaviours_Non-customers_All_App Installed No Order,23842621708080745,23842621707670745,19May17-11Jun17_Brand_UK_TVC-Audience-Approach_25_Auct_OPT-Awareness_CG-Awareness_BTL-TVC_Native_FB,BRAND_AWARENESS,,1411952492149453,,,,,
23842623187700745,DARK_Video Ad_Intimate Videos_Hands Intimate (Sushi),FB [Mobile & Desktop (Newsfeed)]_Interests / Behaviours_Non-customers_All_X Factor Interests,23842623187680745,23842623153870745,24May17-07Jun17_Brand_UK_Intimate-Videos-Audience-Approach_30_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Acquisition,POST_ENGAGEMENT,,1411952492149453,,,,,
23842623210710745,DARK_Video Ad_Intimate Videos_Intimate Pizza Video 1,FB [Mobile & Desktop (Newsfeed)]_Pixel_Non-customers_All_Website Retargeting,23842623210750745,23842623153870745,24May17-07Jun17_Brand_UK_Intimate-Videos-Audience-Approach_30_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Acquisition,POST_ENGAGEMENT,,1411952492149453,,,,,
6072863453327,Dark_Carousel_Dinner Occasions Core,FB [Mobile & Desktop (Newsfeed)]_CRM Upload_Existing_All_Dinner Occasions_Placed 2 orders in the last 3 months and 3+ orders in lifetime,6072863438527,6072863433927,22Jun17-30Jun17_DR_UK_DR-Summer-DR_39_Auct_OPT-Conversions_CG-Orders_BTL-Always-On-DR-Activity-Existing_Dinner-Occasions-Fixed,CONVERSIONS,,1148017655209606,,,,,
6070947729527,AA DR (3rd Order) 3 (mob),FB [Mobile & Desktop (Newsfeed)]_CRM Upload_Existing_iOS_Customer Activations_2nd to 3rd order standard,6070946406727,6070946405527,16May17-30Jun17_DR_UK_DR-Activity-New-Approach_39_Auct_OPT-Conversions_CG-Orders_BTL-Always-On-DR-Activity-Existing_Smartly_Customer-Activations_iOS,MOBILE_APP_ENGAGEMENT,,1148017655209606,,,,,
